<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
US2.AAPL,D,20160212,000000,93.9800000
US2.AAPL,D,20160216,000000,96.5100000
US2.AAPL,D,20160217,000000,98.0500000
US2.AAPL,D,20160218,000000,96.2500000
US2.AAPL,D,20160219,000000,96.0300000
US2.AAPL,D,20160222,000000,96.8900000
US2.AAPL,D,20160223,000000,94.6900000
US2.AAPL,D,20160224,000000,96.1000000
US2.AAPL,D,20160225,000000,96.7500000
US2.AAPL,D,20160226,000000,96.9000000
US2.AAPL,D,20160229,000000,96.6600000
US2.AAPL,D,20160301,000000,100.5300000
US2.AAPL,D,20160302,000000,100.7300000
US2.AAPL,D,20160303,000000,101.4600000
US2.AAPL,D,20160304,000000,103.0300000
US2.AAPL,D,20160307,000000,101.8100000
US2.AAPL,D,20160308,000000,101.0500000
US2.AAPL,D,20160309,000000,101.0900000
US2.AAPL,D,20160310,000000,101.1700000
US2.AAPL,D,20160311,000000,102.2300000
US2.AAPL,D,20160314,000000,102.5200000
US2.AAPL,D,20160315,000000,104.5700000
US2.AAPL,D,20160316,000000,105.9600000
US2.AAPL,D,20160317,000000,105.8100000
US2.AAPL,D,20160318,000000,105.9300000
US2.AAPL,D,20160321,000000,105.8300000
US2.AAPL,D,20160322,000000,106.7400000
US2.AAPL,D,20160323,000000,106.1100000
US2.AAPL,D,20160324,000000,105.6500000
US2.AAPL,D,20160328,000000,105.2000000
US2.AAPL,D,20160329,000000,107.6800000
US2.AAPL,D,20160330,000000,109.5900000
US2.AAPL,D,20160331,000000,108.9800000
US2.AAPL,D,20160401,000000,109.9900000
US2.AAPL,D,20160404,000000,111.0800000
US2.AAPL,D,20160405,000000,109.8000000
